Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5589,153, ,A5,178 REVERE AVENUE                        ,            ,10465,1,0,1,2625,1584,1955,1,A5,0,2003-05-19 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5590,61, ,A5,254 CALHOUN AVENUE                       ,            ,10465,1,0,1,2500,2100,1930,1,A5,350000,2003-07-10 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5590,75, ,A1,235 REVERE AVENUE                        ,            ,10465,1,0,1,2600,1332,1970,1,A1,290000,2003-09-10 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5590,79, ,A5,229 REVERE AVENUE                        ,            ,10465,1,0,1,2417,1836,1955,1,A5,324500,2003-06-27 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5590,82, ,A5,217 REVERE AVENUE                        ,            ,10465,1,0,1,1800,1764,1955,1,A5,327000,2003-06-27 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5590,92, ,A5,228 CALHOUN AVENUE                       ,            ,10465,1,0,1,1800,1944,1955,1,A5,345000,2003-08-05 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5591,37, ,A5,229 CALHOUN AVENUE                       ,            ,10465,1,0,1,1819,2340,1925,1,A5,0,2003-11-20 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5591,40, ,A5,219 CALHOUN AVENUE                       ,            ,10465,1,0,1,1782,1152,1945,1,A5,350000,2003-12-15 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5591,70, ,A2,274 QUINCY AVENUE                        ,            ,10465,1,0,1,2730,2160,1960,1,A2,340000,2003-10-31 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,2, ,A2,2802 MILES AVENUE                        ,            ,10465,1,0,1,2650,810,1930,1,A2,0,2003-07-14 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,6, ,C0,MILES AVENUE                             ,            ,10465,3,0,3,3158,4544,2004,1,A2,27500,2003-01-21 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,19, ,A5,271 QUINCY AVENUE                        ,            ,10465,1,0,1,2300,1636,1955,1,A5,335000,2003-01-05 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,36, ,A5,241 QUINCY AVENUE                        ,            ,10465,1,0,1,2500,2100,1940,1,A5,270000,2003-03-28 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,115, ,A5,2814 COLLIS PLACE                        ,            ,10465,1,0,1,1680,1728,1950,1,A5,0,2003-11-26 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5592,124, ,A5,165 CALHOUN AVENUE                       ,            ,10465,1,0,1,1804,2268,1950,1,A5,225000,2003-05-07 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,37, ,A5,241 SWINTON AVENUE                       ,            ,10465,1,0,1,2100,1080,1955,1,A5,320000,2003-04-02 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,38, ,A5,239 SWINTON AVENUE                       ,            ,10465,1,0,1,1900,1116,1955,1,A5,274000,2003-02-25 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,39, ,A5,237 SWINTON AVENUE                       ,            ,10465,1,0,1,1800,1116,1955,1,A5,300000,2003-02-06 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,40, ,A5,235 SWINTON AVENUE                       ,            ,10465,1,0,1,1800,1116,1955,1,A5,315000,2003-11-25 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,44, ,A5,225 SWINTON AVENUE                       ,            ,10465,1,0,1,1800,1836,1955,1,A5,305000,2003-03-06 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,45, ,A5,223 SWINTON AVENUE                       ,            ,10465,1,0,1,1800,1224,1955,1,A5,0,2003-12-01 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5593,58, ,A5,248 BRINSMADE AVENUE                     ,            ,10465,1,0,1,1825,1350,1955,1,A5,315000,2003-12-11 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5594,7, ,A5,2758 MILES AVENUE                        ,            ,10465,1,0,1,1638,1792,1960,1,A5,0,2003-04-25 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5594,51, ,A5,234 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,1800,1798,1960,1,A5,0,2003-07-03 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5594,75, ,A5,276 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,1767,1534,1960,1,A5,315000,2003-08-12 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5594,92, ,A5,195 BRINSMADE AVENUE                     ,            ,10465,1,0,1,1800,1224,1955,1,A5,0,2003-09-16 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5594,199, ,A5,2751 SCHURZ AVENUE                       ,            ,10465,1,0,1,2492,1224,1955,1,A5,329600,2003-08-27 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5595,5, ,A5,228 BALCOM AVENUE                        ,            ,10465,1,0,1,1800,1798,1960,1,A5,275000,2003-02-13 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5595,46, ,A2,2738 MILES AVENUE                        ,            ,10465,1,0,1,2500,936,1930,1,A2,234500,2003-08-06 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5595,48, ,A5,293 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,1725,1890,1960,1,A5,320000,2003-10-28 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5595,74, ,B1,231 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,1800,1998,1960,1,A5,260000,2003-10-03 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5596,24, ,B1,256 GRAFF AVENUE                         ,            ,10465,2,0,2,2500,3536,2004,1,A2,300000,2003-04-17 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5597,65, ,A2,259 GRAFF AVENUE                         ,            ,10465,1,0,1,2500,1376,1925,1,A2,0,2003-10-27 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5597,76, ,A5,239 GRAFF AVENUE                         ,            ,10465,1,0,1,1800,1998,1960,1,A5,315000,2003-10-08 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5598,24, ,A2,256 DAVIS AVENUE                         ,            ,10465,1,0,1,2500,1064,1930,1,A2,242000,2003-07-10 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5599,1, ,A5,2645 HARDING AVENUE                      ,            ,10465,1,0,1,2543,1764,1955,1,A5,289000,2003-07-15 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5599,3, ,A5,2641 HARDING AVENUE                      ,            ,10465,1,0,1,1598,1836,1955,1,A5,0,2003-12-04 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,  ,5599,15, ,  ,240 ROBINSON AVENUE                      ,            ,10465,0,0,0,0,0,0,1,A2,0,2003-05-14 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,  ,5599,15, ,  ,240 ROBINSON AVENUE                      ,            ,10465,0,0,0,0,0,0,1,A2,260000,2003-02-03 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5600,57, ,A1,267 ROBINSON AVENUE                      ,            ,10465,1,0,1,2500,1780,1935,1,A2,172000,2003-08-13 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5600,57, ,A1,267 ROBINSON AVENUE                      ,            ,10465,1,0,1,2500,1780,1935,1,A2,0,2003-05-11 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5600,75, ,B1,239 ROBINSON AVENUE                      ,            ,10465,2,0,2,3000,4232,2004,1,A2,375000,2003-08-28 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5601,8, ,A5,2581-1A HARDING AVENUE                   ,            ,10465,1,0,1,1658,1620,1965,1,A5,0,2003-06-13 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,  ,5607,43, ,  ,2612 HARDING AVENUE                      ,            ,10465,0,0,0,0,0,0,1,A2,0,2003-04-29 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,  ,5607,43, ,  ,2612 HARDING AVENUE                      ,            ,10465,0,0,0,0,0,0,1,A2,235000,2003-02-11 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,  ,5607,45, ,  ,211 ROBINSON AVENUE                      ,            ,10465,0,0,0,0,0,0,1,A2,350000,2003-04-29 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5607,62, ,A2,2607 SCHURZ AVENUE                       ,            ,10465,1,0,1,2500,1791,1930,1,A2,60000,2003-11-25 00:00:00
2,THROGS NECK              ,01  ONE FAMILY HOMES                        ,1,5607,87, ,A1,2594 SCHURZ AVENUE                       ,            ,10465,1,0,1,7367,2407,1960,1,A1,722500,2003-10-14 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5419,71, ,B3,1055 EDISON AVENUE                       ,            ,10465,2,0,2,5000,1634,1930,1,B3,0,2003-06-10 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5419,136, ,B2,2923 OTIS AVENUE                         ,            ,10465,2,0,2,2500,1834,1925,1,B2,78375,2003-05-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5421,54, ,B2,1035 HOLLYWOOD AVENUE                    ,            ,10465,2,0,2,5600,1720,1920,1,B2,300000,2003-12-15 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5421,59, ,B2,1025 HOLLYWOOD AVENUE                    ,            ,10465,2,0,2,2800,1344,1920,1,B2,0,2003-07-28 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5421,68, ,B1,3011 BARKLEY AVENUE                      ,            ,10465,2,0,2,2500,1740,1920,1,B1,410000,2003-01-17 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5422,49, ,B1,3053 BARKLEY AVENUE                      ,            ,10465,2,0,2,2500,3038,1920,1,B1,0,2003-06-11 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5425,25, ,B2,3014 BARKLEY AVENUE                      ,            ,10465,2,0,2,2500,2200,1930,1,B2,325000,2003-07-10 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5425,63, ,B2,913 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,5600,2070,1925,1,B2,399500,2003-10-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5427,57, ,B1,2920 SULLIVAN PLACE                      ,            ,10465,2,0,2,5000,2208,1950,1,B1,310500,2003-03-05 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5429,24, ,B2,846 LOGAN AVENUE                         ,            ,10465,2,0,2,5600,2091,1935,1,B2,135000,2003-05-20 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5430,31, ,B2,3050 LAFAYETTE AVENUE                    ,            ,10465,2,0,2,5000,2720,1920,1,B2,0,2003-10-20 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5431,11, ,B1,3705 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2982,1734,1950,1,B1,400000,2003-08-18 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5431,12, ,B1,3703 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3000,2295,1950,1,B1,400000,2003-10-28 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5431,23, ,B1,3673 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3915,2750,1960,1,B1,0,2003-12-17 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5431,82, ,B1,765 EDISON AVENUE                        ,            ,10465,2,0,2,1000,2205,1910,1,B1,30000,2003-07-30 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5432,34, ,B1,2960 PHILIP AVENUE                       ,            ,10465,2,0,2,3742,3255,1920,1,B1,430000,2003-12-08 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5433,54, ,B1,709 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2912,2200,1960,1,B1,435000,2003-11-26 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5436,18, ,B3,634 EDISON AVENUE                        ,            ,10465,2,0,2,4358,1464,1920,1,B3,300000,2003-06-25 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5436,58, ,B3,LOGAN AVENUE                             ,            ,10465,2,0,2,2400,1584,1920,1,B3,595000,2003-09-19 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5437,62, ,B2,631 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3248,2820,1960,1,B2,0,2003-11-05 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5439,50, ,B1,513 EDISON AVENUE                        ,            ,10465,2,0,2,1274,1692,1925,1,B1,0,2003-04-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5440,26, ,B3,564 EDISON AVENUE                        ,            ,10465,2,0,2,5000,1530,1940,1,B3,395000,2003-10-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5441,37, ,B3,3010 SCHLEY AVENUE                       ,            ,10465,2,0,2,2301,2340,1930,1,B3,310000,2003-11-18 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,2, ,B1,2912 MILES AVENUE                        ,            ,10465,2,0,2,2500,2000,1925,1,B1,0,2003-06-20 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,12, ,B1,285 LOGAN AVENUE                         ,            ,10465,2,0,2,3119,1600,1925,1,B1,0,2003-11-26 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,20, ,B1,265 LOGAN AVENUE                         ,            ,10465,2,0,2,2692,1600,1925,1,B1,68447,2003-05-17 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,32, ,B1,4187 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2600,2084,1955,1,B1,0,2003-03-19 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,38, ,B1,4177 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3025,2084,1955,1,B1,0,2003-03-17 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5448,45, ,B1,4163 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3625,2084,1955,1,B1,0,2003-09-29 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5449,11, ,B1,287 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2638,2000,1930,1,B1,280000,2003-01-16 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5449,28, ,B1,2969 LAWTON AVENUE                       ,            ,10465,2,0,2,3200,2240,1930,1,B1,430000,2003-10-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5449,40, ,B1,264 LOGAN AVENUE                         ,            ,10465,2,0,2,2500,1600,1925,1,B1,315000,2003-01-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5449,46, ,B1,278 LOGAN AVENUE                         ,            ,10465,2,0,2,2500,2000,1925,1,B1,250000,2003-07-16 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5450,41, ,B1,2993 LAWTON AVENUE                       ,            ,10465,2,0,2,2442,1600,1925,1,B1,355000,2003-07-25 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5450,56, ,B1,268 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3192,2400,1925,1,B1,342000,2003-02-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5450,57, ,B1,270 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3075,1600,1925,1,B1,0,2003-06-12 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5451,4, ,B1,2978 LAWTON AVENUE                       ,            ,10465,2,0,2,2269,1600,1925,1,B1,0,2003-02-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5451,29, ,B1,228 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2502,1600,1925,1,B1,175000,2003-12-23 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5451,53, ,B1,2961 HARDING AVENUE                      ,            ,10465,2,0,2,2378,1600,1925,1,B1,377600,2003-11-05 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5451,58, ,B1,214 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2500,1600,1925,1,B1,0,2003-12-22 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5453,15, ,B1,239 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3100,2214,1960,1,B1,395000,2003-06-26 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5453,126, ,B3,163 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,5700,2880,1955,1,B3,0,2003-09-10 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,  ,5453,136, ,  ,2911 SCHURZ AVENUE                       ,            ,10465,0,0,0,0,0,0,1,B2,300000,2003-09-08 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5487,61, ,B1,529,            ,10465,2,0,2,2498,3172,1960,1,B1,0,2003-11-25 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5488,14, ,B3,545 VINCENT AVENUE                       ,            ,10465,2,0,2,2500,1375,1935,1,B3,0,2003-05-14 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5497,24, ,B1,235 KEARNEY AVENUE                       ,            ,10465,2,0,2,3455,3013,1960,1,B1,0,2003-03-11 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5497,24, ,B1,235 KEARNEY AVENUE                       ,            ,10465,2,0,2,3455,3013,1960,1,B1,0,2003-03-10 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5497,54, ,B1,270 THROGS NECK EXPWY                    ,            ,10465,2,0,2,2375,2090,1960,1,B1,0,2003-03-06 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5500,35, ,B1,194 THROGS NECK BLVD                     ,            ,10465,2,0,2,5621,3912,1935,1,B1,0,2003-12-29 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5500,35, ,B1,194 THROGS NECK BLVD                     ,            ,10465,2,0,2,5621,3912,1935,1,B1,0,2003-12-29 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5501,11, ,B1,209 MEAGHER AVENUE                       ,            ,10465,2,0,2,1800,2664,1960,1,B1,328000,2003-01-16 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5502,55, ,B3,174 MEAGHER AVENUE                       ,            ,10465,2,0,2,2500,1764,1935,1,B3,0,2003-08-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5504,12, ,B1,147 MEAGHER AVENUE                       ,            ,10465,2,0,2,2200,1504,1945,1,B1,150000,2003-09-22 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5504,17, ,B1,137 MEAGHER AVENUE                       ,            ,10465,2,0,2,2200,1536,1950,1,B1,0,2003-05-23 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5504,26, ,B1,142 KEARNEY AVENUE                       ,            ,10465,2,0,2,3100,1756,1950,1,B1,0,2003-02-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5505,32, ,B3,158 MEAGHER AVENUE                       ,            ,10465,2,0,2,2108,1824,1950,1,B3,0,2003-05-07 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,  ,5518,4, ,  ,3086 MILES AVENUE                        ,            ,10465,0,0,0,0,0,0,1,B2,370000,2003-06-25 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5518,126, ,B1,4171 EAST 177 STREET                     ,            ,10465,2,0,2,3568,2792,1970,1,B1,0,2003-08-28 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5518,224, ,B9,227 BLAIR AVENUE                         ,            ,10465,2,0,2,2500,1530,1935,1,B9,285000,2003-11-25 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5519,66, ,B3,4245 EAST 177 STREET                     ,            ,10465,2,0,2,2500,1800,1920,1,B3,330000,2003-08-11 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5520,100, ,B1,4228 THROGS NECK EXPWY                   ,            ,10465,2,0,2,3402,2592,1970,1,B1,0,2003-04-30 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5520,102, ,B1,4234 THROGS NECK EXPWY                   ,            ,10465,2,0,2,2792,2736,1970,1,B1,410000,2003-07-11 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,66, ,B1,3100 HARDING AVENUE                      ,            ,10465,2,0,2,2540,3260,2002,1,B1,635000,2003-10-14 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,67, ,B1,3102 HARDING AVENUE                      ,            ,10465,2,0,2,2425,3320,2002,1,B1,640000,2003-10-01 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,67, ,B1,3102 HARDING AVENUE                      ,            ,10465,2,0,2,2425,3320,2002,1,B1,0,2003-10-01 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,93, ,B1,148 PRENTISS AVENUE                      ,            ,10465,2,0,2,3320,3850,2002,1,B1,660000,2003-10-30 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,94, ,B1,150 PRENTISS AVENUE                      ,            ,10465,2,0,2,3010,3850,2002,1,B1,660000,2003-10-30 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5521,95, ,B1,152 PRENTISS AVENUE                      ,            ,10465,2,0,2,3065,3900,2002,1,B1,655000,2003-10-06 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5523,101, ,B1,3176 CHAFFEE AVENUE                      ,            ,10465,2,0,2,4050,3381,1975,1,B1,490000,2003-01-10 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5524,109, ,B1,244 PENNYFIELD AVENUE                    ,            ,10465,2,0,2,2910,3232,1994,1,B1,530000,2003-12-16 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5527,32, ,B2,3258 GIEGERICH PLACE                     ,            ,10465,2,0,2,4650,4350,1910,1,B2,565000,2003-06-11 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5531,44, ,B1,1010 REVERE AVENUE                       ,            ,10465,2,0,2,2500,2800,1960,1,B1,350000,2003-10-31 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5531,52, ,B3,1030 REVERE AVENUE                       ,            ,10465,2,0,2,2500,1294,1920,1,B3,360000,2003-08-18 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5531,52, ,B3,1030 REVERE AVENUE                       ,            ,10465,2,0,2,2500,1294,1920,1,B3,263500,2003-03-19 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5531,56, ,B3,1040 REVERE AVENUE                       ,            ,10465,2,0,2,2500,1280,1920,1,B3,300000,2003-02-18 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5532,43, ,B2,2861 BARKLEY AVENUE                      ,            ,10465,2,0,2,5000,1902,1930,1,B2,328000,2003-08-28 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5532,78, ,B3,1060 CALHOUN AVENUE                      ,            ,10465,2,0,2,2500,2101,1925,1,B3,350000,2003-08-19 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5532,124, ,B1,928 CALHOUN AVENUE                       ,            ,10465,2,0,2,1800,2808,1960,1,B1,355000,2003-12-04 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5532,124, ,B1,928 CALHOUN AVENUE                       ,            ,10465,2,0,2,1800,2808,1960,1,B1,170000,2003-02-28 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5533,1, ,B2,2826 BRUCKNER BOULEVARD                  ,            ,10465,2,0,2,4049,1910,1930,1,B2,385000,2003-07-17 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5533,61, ,B1,1024 QUINCY AVENUE                       ,            ,10465,2,0,2,5000,2449,1945,1,B1,396000,2003-08-19 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5533,72, ,B3,1046 QUINCY AVENUE                       ,            ,10465,2,0,2,5000,1968,1930,1,B3,330000,2003-05-15 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5533,123, ,B1,928 QUINCY AVENUE                        ,            ,10465,2,0,2,2500,1494,1935,1,B1,0,2003-11-01 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5534,29, ,B1,1015 QUINCY AVENUE                       ,            ,10465,2,0,2,2400,2215,1940,1,B1,360500,2003-07-02 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5534,108, ,B1,926 SWINTON AVENUE                       ,            ,10465,2,0,2,2500,3117,2004,1,B1,300000,2003-11-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5534,109, ,B1,926 SWINTON AVENUE                       ,            ,10465,2,0,2,2500,3117,2004,1,B1,300000,2003-11-24 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5536,7, ,B1,1061 BRINSMADE AVENUE                    ,            ,10465,2,0,2,2800,3283,1975,1,B1,450000,2003-02-26 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5536,109, ,B3,946 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,1438,1945,1,B3,0,2003-12-01 00:00:00
2,THROGS NECK              ,02  TWO FAMILY HOMES                        ,1,5536,109, ,B3,946 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,1438,1945,1,B3,0,2003-07-17 00:00:00
