Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1015, ,R3,195 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1980,1,R3,309000,2003-12-12 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1016, ,R3,193 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1980,1,R3,320000,2003-07-15 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1017, ,R3,191 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1980,1,R3,0,2003-12-08 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1033, ,R3,108 ALAN LOOP                            ,            ,10304,1,0,1,0,0,1980,1,R3,0,2003-01-15 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1045, ,R3,87 ALAN LOOP                             ,            ,10304,1,0,1,0,0,1980,1,R3,0,2003-06-17 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1051, ,R3,71 ALAN LOOP                             ,            ,10304,1,0,1,0,0,1980,1,R3,0,2003-04-09 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1059, ,R3,51 ALAN LOOP                             ,            ,10304,1,0,1,0,0,1980,1,R3,300000,2003-03-12 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1081, ,R3,126 GATEWAY DRIVE                        ,            ,10304,1,0,1,0,0,1980,1,R3,350000,2003-04-03 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1087, ,R3,138 GATEWAY DRIVE                        ,            ,10304,1,0,1,0,0,1980,1,R3,0,2003-03-12 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1099, ,R3,182 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1982,1,R3,0,2003-01-15 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1117, ,R3,41 PAMELA LANE                           ,            ,10304,1,0,1,0,0,1982,1,R3,307000,2003-11-20 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1135, ,R3,68 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1982,1,R3,330000,2003-09-12 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1142, ,R3,42 PAMELA LANE                           ,            ,10304,1,0,1,0,0,1982,1,R3,329900,2003-08-06 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1151, ,R3,22 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1982,1,R3,350000,2003-11-14 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1159, ,R3,38 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1982,1,R3,0,2003-11-05 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1161, ,R3,25 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1985,1,R3,360000,2003-11-14 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1173, ,R3,61 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1985,1,R3,326000,2003-12-05 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1174, ,R3,57 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1985,1,R3,370000,2003-11-20 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1175, ,R3,55 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1985,1,R3,0,2003-03-04 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1185, ,R3,97 GATEWAY DRIVE                         ,            ,10304,1,0,1,0,0,1985,1,R3,300000,2003-06-03 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1204, ,R3,133 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1985,1,R3,25000,2003-04-03 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1225, ,R3,101 STONEGATE DRIVE                      ,            ,10304,1,0,1,0,0,1985,1,R3,0,2003-07-16 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1233, ,R3,83 STONEGATE DRIVE                       ,            ,10304,1,0,1,0,0,1985,1,R3,351000,2003-05-30 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1258, ,R3,911 FINGERBOARD ROAD                     ,            ,10305,1,0,1,0,0,1986,1,R3,280000,2003-06-13 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1284, ,R3,979 FINGERBOARD ROAD                     ,            ,10304,1,0,1,0,0,1986,1,R3,260000,2003-01-17 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1289, ,R3,989 FINGERBOARD ROAD                     ,            ,10304,1,0,1,0,0,1986,1,R3,412500,2003-07-24 00:00:00
5,GRASMERE                 ,04  TAX CLASS 1 CONDOS                      ,1A,3173,1297, ,R3,1009 FINGERBOARD ROAD                    ,            ,10304,1,0,1,0,0,1986,1,R3,0,2003-09-22 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3161,16, ,A1,SHERIDAN AVENUE                          ,            ,10304,1,0,1,2150,1730,2004,1,V0,135000,2003-04-16 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3171,52, ,A5,BRITTON AVENUE                           ,            ,10304,1,0,1,3930,2160,2003,1,V0,354795,2003-10-23 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3171,61, ,A5,BRITTON AVENUE                           ,            ,10304,1,0,1,2000,2160,2003,1,V0,344760,2003-09-03 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3171,136, ,V0,STANWICH STREET                          ,            ,10304,0,0,0,2278,0,0,1,V0,150000,2003-10-21 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3171,137, ,V0,STANWICH STREET                          ,            ,10304,0,0,0,4560,0,0,1,V0,150000,2003-10-21 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3176,1, ,A1,FINGERBOARD ROAD                         ,            ,10305,1,0,1,2865,1720,2010,1,V0,0,2003-09-23 00:00:00
5,GRASMERE                 ,28  COMMERCIAL CONDOS                       ,4,3168,1002, ,R5,11 RALPH PLACE                           ,2A          ,10304,0,1,1,0,0,1976,4,R5,0,2003-09-12 00:00:00
5,GRASMERE                 ,28  COMMERCIAL CONDOS                       ,4,3168,1003, ,R5,11 RALPH PLACE                           ,3A          ,10304,0,1,1,0,0,1976,4,R5,0,2003-09-12 00:00:00
5,GRASMERE                 ,28  COMMERCIAL CONDOS                       ,4,3168,1013, ,R5,11 RALPH PLACE                           ,1B          ,10304,0,1,1,0,0,1976,4,R5,0,2003-11-21 00:00:00
5,GRASMERE                 ,28  COMMERCIAL CONDOS                       ,4,3168,1027, ,R5,11 RALPH PLACE                           ,4C          ,10304,0,1,1,0,0,1976,4,R5,200000,2003-09-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,3, ,A9,7C REVERE LANE                           ,            ,10306,1,0,1,936,960,1986,1,A9,235000,2003-12-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,18, ,A5,19A FRANKLIN LANE                        ,            ,10306,1,0,1,1480,864,1986,1,A5,0,2003-06-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,23, ,A5,23F FRANKLIN LANE                        ,            ,10306,1,0,1,1512,864,1986,1,A5,0,2003-10-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,23, ,A5,23F FRANKLIN LANE                        ,            ,10306,1,0,1,1512,864,1986,1,A5,0,2003-06-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,24, ,A5,23E FRANKLIN LANE                        ,            ,10306,1,0,1,960,864,1986,1,A5,0,2003-04-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,32, ,A5,27-7D FRANKLIN LANE                      ,            ,10306,1,0,1,960,864,1986,1,A5,185000,2003-01-29 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,38, ,A5,31C FRANKLIN LANE                        ,            ,10306,1,0,1,960,864,1986,1,A5,0,2003-05-02 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,38, ,A5,31C FRANKLIN LANE                        ,            ,10306,1,0,1,960,864,1986,1,A5,175000,2003-01-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,48, ,A5,28B FRANKLIN LANE                        ,            ,10306,1,0,1,960,576,1986,1,A5,190000,2003-06-27 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,61, ,A5,24C FRANKLIN LANE                        ,            ,10306,1,0,1,960,576,1986,1,A5,0,2003-05-08 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,61, ,A5,24C FRANKLIN LANE                        ,            ,10306,1,0,1,960,576,1986,1,A5,0,2003-05-08 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,72, ,A5,12B FRANKLIN LANE                        ,            ,10306,1,0,1,960,576,1986,1,A5,160000,2003-12-11 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,130, ,A5,27B FRANKLIN LANE                        ,            ,10306,1,0,1,936,864,1986,1,A5,180000,2003-10-23 00:00:00
