Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,81, ,A1,501 MOUNTAINVIEW AVENUE                  ,            ,10314,1,0,1,4800,1716,1970,1,A1,477500,2003-12-18 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,154, ,A2,501 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,5000,1020,1955,1,A2,0,2003-09-27 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,238, ,A5,486 MELBA STREET                         ,            ,10314,1,0,1,1400,1806,1991,1,A5,0,2003-04-15 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,241, ,A5,480 MELBA STREET                         ,            ,10314,1,0,1,3270,1806,1991,1,A5,0,2003-03-04 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,251, ,A5,470 GOWER STREET                         ,            ,10314,1,0,1,1260,1806,1991,1,A5,270000,2003-09-05 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,44, ,B3,518 GANSEVOORT BOULEVARD                 ,            ,10314,2,0,2,4992,2800,1955,1,A2,0,2003-06-24 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,52, ,A1,15 CHERRY PLACE                          ,            ,10314,1,0,1,4100,2170,1970,1,A1,100000,2003-05-27 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,52, ,A1,15 CHERRY PLACE                          ,            ,10314,1,0,1,4100,2170,1970,1,A1,0,2003-02-28 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,803,21, ,A5,239 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,1928,1380,2002,1,A5,1000,2003-12-19 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,803,23, ,A5,237 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,1933,1311,2002,1,A5,287000,2003-04-04 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,804,1, ,A1,460 GOWER STREET                         ,            ,10314,1,0,1,9750,1460,1915,1,A1,400000,2003-11-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,804,9, ,A5,97 PORTAGE AVENUE                        ,            ,10314,1,0,1,3312,2566,2002,1,A5,436020,2003-10-01 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,804,11, ,A5,99 PORTAGE AVENUE                        ,            ,10314,1,0,1,3156,2566,2002,1,A5,430950,2003-07-22 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,805,85, ,A9,182 HAROLD STREET                        ,            ,10314,1,0,1,2400,1616,1970,1,A9,31700,2003-01-15 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,806,47, ,A5,198 SUFFOLK AVENUE                       ,            ,10314,1,0,1,2288,2430,1995,1,A5,350000,2003-05-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,806,48, ,A5,200 SUFFOLK AVENUE                       ,            ,10314,1,0,1,2288,2430,1995,1,A5,360000,2003-09-08 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,806,49, ,A5,202 SUFFOLK AVENUE                       ,            ,10314,1,0,1,2288,2430,1995,1,A5,365000,2003-08-29 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,807,10, ,A5,139 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,2838,1834,1996,1,A5,370000,2003-12-24 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,807,27, ,A5,138 SUFFOLK AVENUE                       ,            ,10314,1,0,1,2838,1913,1996,1,A5,372500,2003-03-25 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,8, ,B2,91 LIVINGSTON AVENUE                     ,            ,10314,2,0,2,5360,2680,1965,1,A2,400000,2003-11-06 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,28, ,A2,192 HOLDEN BOULEVARD                     ,            ,10314,1,0,1,3485,704,1960,1,A2,0,2003-11-18 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,52, ,A9,15 DUKE PLACE                            ,            ,10314,1,0,1,2517,1352,1975,1,A9,262500,2003-07-01 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,75, ,A5,96 SUFFOLK AVENUE                        ,            ,10314,1,0,1,3740,1731,1996,1,A5,381000,2003-08-27 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,94, ,A9,18 DUKE PLACE                            ,            ,10314,1,0,1,2550,1152,1970,1,A9,321000,2003-05-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,808,137, ,B3,333 GANSEVOORT BOULEVARD                 ,            ,10314,2,0,2,4000,2632,1960,1,A2,185000,2003-08-07 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,809,23, ,A5,224 HOLDEN BOULEVARD                     ,            ,10314,1,0,1,2000,1450,1991,1,A5,157500,2003-01-29 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,809,26, ,A1,80 LIVINGSTON AVENUE                     ,            ,10314,1,0,1,4000,3200,2004,1,A1,245000,2003-11-07 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,811,35, ,A2,92 WELLBROOK AVENUE                      ,            ,10314,1,0,1,4000,2002,1970,1,A2,0,2003-01-01 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,812,16, ,A5,240 QUEEN STREET                         ,            ,10314,1,0,1,2477,2094,1997,1,A5,340000,2003-02-19 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,812,18, ,A5,234 QUEEN STREET                         ,            ,10314,1,0,1,2470,2094,1997,1,A5,330000,2003-03-06 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,812,43, ,A2,150 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,4000,1680,1970,1,A2,0,2003-10-22 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,813,25, ,A5,126 GRAVES STREET                        ,            ,10314,1,0,1,2402,2137,1997,1,A5,304707,2003-12-30 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,813,27, ,A5,132 GRAVES STREET                        ,            ,10314,1,0,1,2402,2137,1997,1,A5,338000,2003-06-30 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,814,13, ,A5,365 BRADLEY AVENUE                       ,            ,10314,1,0,1,2596,1800,1993,1,A5,329900,2003-11-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,815,11, ,A5,184 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,2000,1800,2000,1,A5,303850,2003-08-20 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,816,10, ,A2,186 GRAVES STREET                        ,            ,10314,1,0,1,4000,2002,1965,1,A2,285000,2003-08-05 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,817,38, ,B2,413 BRADLEY AVENUE                       ,            ,10314,2,0,2,3584,2765,2004,1,A2,410000,2003-10-24 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,818,1, ,A5,238 PORTAGE AVENUE                       ,            ,10314,1,0,1,2240,1840,2002,1,A5,315861,2003-07-14 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,818,3, ,A5,232 PORTAGE AVENUE                       ,            ,10314,1,0,1,1760,1840,2002,1,A5,294060,2003-03-31 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,818,32, ,A1,270 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,4000,1800,1980,1,A1,0,2003-10-14 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,818,36, ,A1,280 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,3780,2080,1985,1,A1,0,2003-11-10 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,819,20, ,A2,244 GRAVES STREET                        ,            ,10314,1,0,1,4000,1000,1960,1,A2,0,2003-07-25 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,819,32, ,B2,270 GRAVES STREET                        ,            ,10314,2,0,2,6954,2100,2003,1,A2,0,2003-05-14 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,820,52, ,A2,451 BRADLEY AVENUE                       ,            ,10314,1,0,1,3900,1020,1945,1,A2,0,2003-11-13 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,918,4, ,A0,18 PERU STREET                           ,            ,10314,1,0,1,8000,1315,1955,1,A0,0,2003-12-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,918,52, ,A2,1017 MANOR ROAD                          ,            ,10314,1,0,1,5888,1202,1960,1,A2,275000,2003-06-12 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,918,52, ,A2,1017 MANOR ROAD                          ,            ,10314,1,0,1,5888,1202,1960,1,A2,0,2003-01-09 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,918,63, ,A2,16 OCEAN TERRACE                         ,            ,10314,1,0,1,4500,1344,1960,1,A2,200000,2003-12-17 00:00:00
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,918,84, ,A9,52 OCEAN TERRACE                         ,            ,10314,1,0,1,4494,2822,1965,1,A9,0,2003-08-05 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,694,366, ,A1,100 LORTEL AVENUE                        ,            ,10314,1,0,1,4400,2004,1960,1,B2,370000,2003-12-22 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,700,54, ,B2,55 LINCOLN STREET                        ,            ,10314,2,0,2,5130,2080,1955,1,B2,0,2003-11-05 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,700,61, ,B2,41 LINCOLN STREET                        ,            ,10314,2,0,2,4000,1710,1925,1,B2,0,2003-03-03 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,705,210, ,B2,44 POLAND PLACE                          ,            ,10314,2,0,2,5500,2304,1975,1,B2,336000,2003-03-21 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,705,318, ,B2,31 POLAND PLACE                          ,            ,10314,2,0,2,4000,2132,1975,1,B2,325000,2003-01-14 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,752,257, ,B9,202 GOWER STREET                         ,            ,10314,2,0,2,3001,1176,1975,1,B9,0,2003-09-05 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,752,258, ,B9,204 GOWER STREET                         ,            ,10314,2,0,2,3001,1176,1975,1,B9,365000,2003-03-31 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,752,414, ,B2,870 MANOR ROAD                           ,            ,10314,2,0,2,5250,1536,1965,1,B2,435000,2003-04-10 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,753,26, ,B1,14 HOLDEN BOULEVARD                      ,            ,10314,2,0,2,5000,2052,1955,1,B1,0,2003-04-09 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,754,18, ,B2,357 FANNING STREET                       ,            ,10314,2,0,2,2565,2904,1965,1,B2,400000,2003-09-19 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,755,1, ,B2,376 FANNING STREET                       ,            ,10314,2,0,2,4800,2412,1975,1,B2,0,2003-07-23 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,755,54, ,B2,368 FANNING STREET                       ,            ,10314,2,0,2,4600,2412,1975,1,B2,0,2003-08-18 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,757,22, ,B2,323 MOUNTAINVIEW AVENUE                  ,            ,10314,2,0,2,4538,2564,1975,1,B2,495000,2003-11-18 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,757,33, ,S1,118 HOLDEN BOULEVARD                     ,            ,10314,1,1,2,5600,3820,1984,1,B2,0,2003-04-16 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,757,43, ,B2,350 MELBA STREET                         ,            ,10314,2,0,2,4920,2476,1975,1,B2,452000,2003-02-04 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,757,50, ,B2,362 MELBA STREET                         ,            ,10314,2,0,2,6068,2476,1975,1,B2,0,2003-10-14 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,761,5, ,B2,174 SOUTH GANNON AVENUE                  ,            ,10314,2,0,2,4224,2264,1980,1,B2,430000,2003-06-27 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,762,66, ,B2,195 QUINLAN AVENUE                       ,            ,10314,2,0,2,4880,2364,1965,1,B2,100000,2003-04-10 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,763,81, ,B3,151 HOLDEN BOULEVARD                     ,            ,10314,2,0,2,4200,3150,1950,1,B3,555000,2003-04-25 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,764,39, ,B2,171 PERRY AVENUE                         ,            ,10314,2,0,2,4920,2324,1970,1,B2,100000,2003-10-03 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,766,9, ,B2,221 BRADLEY AVENUE                       ,            ,10314,2,0,2,5040,2220,1975,1,B2,0,2003-01-24 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,768,9, ,B2,49 GRAVES STREET                         ,            ,10314,2,0,2,4000,1120,1920,1,B2,0,2003-04-09 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,768,9, ,B2,49 GRAVES STREET                         ,            ,10314,2,0,2,4000,1120,1920,1,B2,240000,2003-01-13 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,769,35, ,B9,582 WESTWOOD AVENUE                      ,            ,10314,2,0,2,2123,1830,1998,1,B9,375000,2003-03-14 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,769,53, ,A5,32 GRAVES STREET                         ,            ,10314,1,0,1,2700,1087,1991,1,B2,0,2003-06-20 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,769,153, ,A5,34 GRAVES STREET                         ,            ,10314,1,0,1,1400,1087,1991,1,B2,0,2003-06-20 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,29, ,B2,22 HAROLD STREET                         ,            ,10314,2,0,2,3613,2200,2002,1,B2,410670,2003-07-31 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,57, ,B2,40 HAROLD STREET                         ,            ,10314,2,0,2,3120,2200,2002,1,B2,410670,2003-07-30 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,59, ,B2,38 HAROLD STREET                         ,            ,10314,2,0,2,3000,2200,2002,1,B2,395460,2003-10-31 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,64, ,B2,30 HAROLD STREET                         ,            ,10314,2,0,2,3000,2200,2002,1,B2,405600,2003-07-30 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,66, ,B2,28 HAROLD STREET                         ,            ,10314,2,0,2,3000,2200,2002,1,B2,410670,2003-10-01 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,68, ,B2,24 HAROLD STREET                         ,            ,10314,2,0,2,3000,2200,2002,1,B2,420810,2003-09-24 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,796,72, ,B2,363 ELVIN STREET                         ,            ,10314,2,0,2,4416,2724,1970,1,B2,0,2003-08-21 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,797,20, ,B2,364 ELVIN STREET                         ,            ,10314,2,0,2,3800,2488,1970,1,B2,0,2003-07-14 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,798,1, ,B1,385 GOWER STREET                         ,            ,10314,2,0,2,4465,1904,1970,1,B1,0,2003-08-26 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,802,28, ,B2,28 CHERRY PLACE                          ,            ,10314,2,0,2,4305,2043,1970,1,B2,430000,2003-06-03 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,802,34, ,B2,16 CHERRY PLACE                          ,            ,10314,2,0,2,4920,2043,1970,1,B2,415000,2003-04-29 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,802,36, ,B2,12 CHERRY PLACE                          ,            ,10314,2,0,2,4920,2043,1970,1,B2,410000,2003-02-24 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,803,36, ,B2,210 SUFFOLK AVENUE                       ,            ,10314,2,0,2,4284,2324,1965,1,B2,0,2003-08-08 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,804,44, ,B2,446 GOWER STREET                         ,            ,10314,2,0,2,4160,1995,1975,1,B2,530000,2003-12-19 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,804,55, ,B2,99 HAROLD STREET                         ,            ,10314,2,0,2,4656,2360,1970,1,B2,8000,2003-04-11 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,804,61, ,B2,111 HAROLD STREET                        ,            ,10314,2,0,2,4608,2360,1970,1,B2,410000,2003-11-18 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,804,178, ,B3,128 QUEEN STREET                         ,            ,10314,2,0,2,4655,2224,1970,1,B3,0,2003-07-18 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,804,286, ,B2,382 MOUNTAINVIEW AVENUE                  ,            ,10314,2,0,2,4772,2067,1965,1,B2,505000,2003-05-28 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,805,66, ,B9,165 HAROLD STREET                        ,            ,10314,2,0,2,4316,2176,1970,1,B9,389900,2003-03-12 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,808,12, ,A5,83 LIVINGSTON AVENUE                     ,            ,10314,1,0,1,1836,1325,1940,1,B3,235000,2003-03-27 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,814,6, ,B2,377 BRADLEY AVENUE                       ,            ,10314,2,0,2,2684,2770,1988,1,B2,0,2003-10-08 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,817,25, ,B3,289 PORTAGE AVENUE                       ,            ,10314,2,0,2,5080,2000,1965,1,B3,0,2003-03-06 00:00:00
5,MANOR HEIGHTS            ,02  TWO FAMILY HOMES                        ,1,818,42, ,B1,159 BRIELLE AVENUE                       ,            ,10314,2,0,2,1780,1482,1920,1,B1,280000,2003-09-15 00:00:00
5,MANOR HEIGHTS            ,03  THREE FAMILY HOMES                      ,1,769,54, ,C0,36 GRAVES STREET                         ,            ,10314,3,0,3,8000,2400,1935,1,C0,0,2003-06-20 00:00:00
5,MANOR HEIGHTS            ,03  THREE FAMILY HOMES                      ,1,799,18, ,C0,1070 MANOR ROAD                          ,            ,10314,3,0,3,3876,1585,1975,1,C0,156500,2003-03-27 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,699,43, ,V0,LA GUARDIA AVENUE                        ,            ,10314,0,0,0,4000,0,0,1,V0,225000,2003-05-09 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1,700,73, ,B2,LINCOLN STREET                           ,            ,10314,2,0,2,4000,3849,2007,1,V0,18000,2003-04-01 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,702,11, ,V0,MANOR ROAD                               ,            ,10301,0,0,0,2000,0,0,1,V2,558000,2003-04-15 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,702,12, ,V0,MANOR ROAD                               ,            ,10301,0,0,0,2000,0,0,1,V2,558000,2003-04-15 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,752,92, ,V0,ELVIN STREET                             ,            ,10314,0,0,0,1050,0,0,1,V0,0,2003-04-08 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,752,357, ,V0,MELBA STREET                             ,            ,10314,0,0,0,4640,0,0,1,V0,101825,2003-04-25 00:00:00
5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1,767,14, ,A5,LIVINGSTON AVENUE                        ,            ,10314,1,0,1,2000,1700,2003,1,V0,475000,2003-03-04 00:00:00
5,MANOR HEIGHTS            ,22  STORE BUILDINGS                         ,4,752,416, ,K6,880 MANOR ROAD                           ,            ,10314,0,9,9,30450,10588,1961,4,K6,3500000,2003-09-29 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1125,38, ,A1,57 MORNINGSTAR ROAD                      ,            ,10303,1,0,1,4821,2040,1935,1,A1,237000,2003-11-05 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1127,12, ,A9,211 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,3125,899,1915,1,A9,0,2003-06-11 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1127,12, ,A9,211 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,3125,899,1915,1,A9,155600,2003-05-30 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1127,12, ,A9,211 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,3125,899,1915,1,A9,155600,2003-05-30 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1127,22, ,A5,191 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,2750,2100,2000,1,A5,140000,2003-01-10 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1136,48, ,A9,375 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,8174,2360,1970,1,A9,10,2003-06-21 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1145,18, ,A9,58 BOWLES AVENUE                         ,            ,10303,1,0,1,3742,1085,1930,1,A9,0,2003-11-06 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1145,19, ,A2,54 BOWLES AVENUE                         ,            ,10303,1,0,1,3500,2000,1950,1,A9,310000,2003-12-22 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1147,11, ,B9,RICHMOND AVENUE                          ,            ,10303,2,0,2,2255,2100,2002,1,A5,200000,2003-01-30 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1148,13, ,A5,501 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,2175,1800,2003,1,A5,100000,2003-11-19 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1148,29, ,A1,489 MORNINGSTAR ROAD                     ,            ,10303,1,0,1,14907,3200,2007,1,A1,490000,2003-08-29 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1148,53, ,A1,90 BOWLES AVENUE                         ,            ,10303,1,0,1,2520,2106,1975,1,A1,225000,2003-03-20 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1148,102, ,A1,34 RENFREW PLACE                         ,            ,10303,1,0,1,4600,1448,1930,1,A1,282500,2003-05-14 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1150,52, ,A1,22 WINANT STREET                         ,            ,10303,1,0,1,2500,800,1920,1,A1,222000,2003-08-25 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1150,52, ,A1,22 WINANT STREET                         ,            ,10303,1,0,1,2500,800,1920,1,A1,157000,2003-04-08 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1150,52, ,A1,22 WINANT STREET                         ,            ,10303,1,0,1,2500,800,1920,1,A1,0,2003-04-02 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1150,58, ,A1,36 WINANT STREET                         ,            ,10303,1,0,1,3742,784,1920,1,A1,0,2003-09-23 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1151,48, ,A1,24 GRANITE AVENUE                        ,            ,10303,1,0,1,2633,1210,1925,1,A1,196000,2003-05-16 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1151,48, ,A1,24 GRANITE AVENUE                        ,            ,10303,1,0,1,2633,1210,1925,1,A1,196000,2003-05-16 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1151,53, ,A1,36 GRANITE AVENUE                        ,            ,10303,1,0,1,2500,1320,1925,1,A1,185400,2003-09-03 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1152,19, ,A1,171 PULASKI AVENUE                       ,            ,10303,1,0,1,4323,1094,1930,1,A1,193500,2003-03-07 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1152,22, ,A1,165 PULASKI AVENUE                       ,            ,10303,1,0,1,2310,936,1920,1,A1,0,2003-08-06 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1152,64, ,A5,17 MORNINGSTAR ROAD                      ,            ,10303,1,0,1,1200,1420,2002,1,A5,220000,2003-01-10 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1152,83, ,S1,140 MORNINGSTAR ROAD                     ,            ,10303,1,1,2,2539,1848,1931,1,S1,165000,2003-03-21 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1152,84, ,S1,142 MORNINGSTAR ROAD                     ,            ,10303,1,1,2,2865,1664,1931,1,S1,124000,2003-09-10 00:00:00
5,MARINERS HARBOR          ,01  ONE FAMILY HOMES                        ,1,1158,16, ,A1,77 WRIGHT AVENUE                         ,            ,10303,1,0,1,6600,1312,1925,1,A1,0,2003-01-23 00:00:00
